,Unnamed: 0,sector,name,x,y,loc
210,210,"Sector 11, Gurugram, Haryana 122001, India",Gurgaon Rajiv Chowk,28.447368599999997,77.0261079,"[28.447368599999997,77.0261079]"
211,211,"Sector 11, Gurugram, Haryana 122001, India",Secretariat,28.451228000000004,77.03094999999998,"[28.451228000000004,77.03094999999998]"
212,212,"Sector 11, Gurugram, Haryana 122001, India",Veer Nagar,28.456840999999997,77.01928699999998,"[28.456840999999997,77.01928699999998]"
213,213,"Sector 11, Gurugram, Haryana 122001, India",Rajiv Chowk Gurgaon,28.450557,77.031399,"[28.450557,77.031399]"
214,214,"Sector 11, Gurugram, Haryana 122001, India",Veer Nagar,28.456984000000002,77.01918900000003,"[28.456984000000002,77.01918900000003]"
215,215,"Sector 11, Gurugram, Haryana 122001, India",Kamla Nehru Park,28.458644,77.02938,"[28.458644,77.02938]"
218,218,"Sector 11, Gurugram, Haryana 122001, India",Kamla Nehru Park,28.459234999999996,77.03101199999998,"[28.459234999999996,77.03101199999998]"
219,219,"Sector 11, Gurugram, Haryana 122001, India",Gurudwara Chowk,28.459428999999997,77.03084600000003,"[28.459428999999997,77.03084600000003]"
230,230,"Sector 12, Gurugram, Haryana 122001, India",Kendriya Vidyalaya,28.470945,77.03981300000002,"[28.470945,77.03981300000002]"
231,231,"Sector 12, Gurugram, Haryana 122001, India",Kendriya Vidyalaya,28.470913,77.04003,"[28.470913,77.04003]"
232,232,"Sector 12, Gurugram, Haryana 122001, India",BSNL Exchange Sector-12,28.468414000000003,77.037564,"[28.468414000000003,77.037564]"
233,233,"Sector 12, Gurugram, Haryana 122001, India",BSNL Exchange,28.468501,77.03786199999998,"[28.468501,77.03786199999998]"
234,234,"Sector 12, Gurugram, Haryana 122001, India",Sanjay Gram,28.4799,77.0405,"[28.4799,77.0405]"
235,235,"Sector 12, Gurugram, Haryana 122001, India",BSNL Exchange Sector-12,28.46704,77.036551,"[28.46704,77.036551]"
236,236,"Sector 12, Gurugram, Haryana 122001, India",Gurgaon Bus Stand,28.4662196,77.0329665,"[28.4662196,77.0329665]"
237,237,"Sector 12, Gurugram, Haryana 122001, India",Sanjay Gram,28.4798,77.04079999999998,"[28.4798,77.04079999999998]"
240,240,"Sector 13, Gurugram, Haryana 122022, India",Old DLF Airforce School,28.474649,77.04330399999998,"[28.474649,77.04330399999998]"
241,241,"Sector 13, Gurugram, Haryana 122022, India",Sanjay Gram / Sector-14,28.475594,77.04378,"[28.475594,77.04378]"
242,242,"Sector 13, Gurugram, Haryana 122022, India",Sanjay Gram / Sector-14,28.475571999999996,77.04409,"[28.475571999999996,77.04409]"
245,245,"Sector 13, Gurugram, Haryana 122022, India",Huda Office,28.477149,77.04525100000001,"[28.477149,77.04525100000001]"
246,246,"Sector 13, Gurugram, Haryana 122022, India",Huda Office,28.47733999999999,77.045666,"[28.47733999999999,77.045666]"
249,249,"Sector 13, Gurugram, Haryana 122022, India",Patthar Market,28.48077700000001,77.04362499999998,"[28.48077700000001,77.04362499999998]"
251,251,"Sector 13, Gurugram, Haryana 122022, India",Patthar Market,28.480999999999998,77.04379999999998,"[28.480999999999998,77.04379999999998]"
255,255,"Sector 13, Gurugram, Haryana 122022, India",Apollo Bus Stop,28.478669300000004,77.0467865,"[28.478669300000004,77.0467865]"
256,256,"Sector 13, Gurugram, Haryana 122022, India",Payal Cinema,28.479135999999997,77.04691500000001,"[28.479135999999997,77.04691500000001]"
257,257,"Sector 13, Gurugram, Haryana 122022, India",Lt. Atul Kataria Chowk (B),28.480132,77.047822,"[28.480132,77.047822]"
258,258,"Sector 13, Gurugram, Haryana 122022, India",Lt. Atul Kataria Chowk (B),28.480068,77.0480566,"[28.480068,77.0480566]"
260,260,"Sector 14, Gurugram, Haryana 122022, India",ITI Staff Colony,28.470083000000002,77.046747,"[28.470083000000002,77.046747]"
261,261,"Sector 14, Gurugram, Haryana 122022, India",ITI Staff Colony,28.469609000000002,77.04628199999998,"[28.469609000000002,77.04628199999998]"
262,262,"Sector 14, Gurugram, Haryana 122022, India",Government Girls Collage / Kalyani Hospital,28.468093,77.043525,"[28.468093,77.043525]"
265,265,"Sector 14, Gurugram, Haryana 122022, India",Subash Chandra Park,28.472272999999998,77.052094,"[28.472272999999998,77.052094]"
267,267,"Sector 14, Gurugram, Haryana 122022, India",Government Girls Collage / Kalyani Hospital,28.466964,77.04189000000001,"[28.466964,77.04189000000001]"
269,269,"Sector 14, Gurugram, Haryana 122022, India",Maharana Pratap Chowk,28.472114899999998,77.05261019999998,"[28.472114899999998,77.05261019999998]"
273,273,"Sector 14, Gurugram, Haryana 122022, India",Parel Nagar State Bank,28.4657,77.03961799999998,"[28.4657,77.03961799999998]"
276,276,"Sector 14, Gurugram, Haryana 122022, India",HUDA Bus Stop,28.474387800000002,77.05453279999998,"[28.474387800000002,77.05453279999998]"
278,278,"Sector 14, Gurugram, Haryana 122022, India",Ghoda Chowk (drop),28.4737778,77.05509909999998,"[28.4737778,77.05509909999998]"
280,280,"Sector 15, Gurugram, Haryana 122022, India",Park Centra (opposite Star Mall Service Lane ),28.4614418,77.0505738,"[28.4614418,77.0505738]"
281,281,"Sector 15, Gurugram, Haryana 122022, India",Park Centra (near Star Mall),28.4615243,77.0513436,"[28.4615243,77.0513436]"
282,282,"Sector 15, Gurugram, Haryana 122022, India",Park Centra (near Star Mall),28.461146999999997,77.05168689999998,"[28.461146999999997,77.05168689999998]"
286,286,"Sector 15, Gurugram, Haryana 122022, India",Hotel Farm Bus Stop,28.4654185,77.03886870000001,"[28.4654185,77.03886870000001]"
293,293,"Sector 15, Gurugram, Haryana 122022, India",Mahaveer Chowk,28.464271999999998,77.034725,"[28.464271999999998,77.034725]"
295,295,"Sector 15, Gurugram, Haryana 122022, India",Mahaveer Chowk,28.464934000000003,77.034643,"[28.464934000000003,77.034643]"
296,296,"Sector 15, Gurugram, Haryana 122022, India",Mahaver Chowk / Gaushala Road,28.4636417,77.03430759999998,"[28.4636417,77.03430759999998]"
298,298,"Sector 15, Gurugram, Haryana 122022, India",Jharsa Chowk - Tantia Travels,28.451313,77.042451,"[28.451313,77.042451]"
302,302,"Sector 16, Gurugram, Haryana 122007, India",Cross Roads Bus Stop,28.4695401,77.05716129999998,"[28.4695401,77.05716129999998]"
303,303,"Sector 16, Gurugram, Haryana 122007, India",Rao Tula Ram Chowk,28.470337,77.057135,"[28.470337,77.057135]"
304,304,"Sector 16, Gurugram, Haryana 122007, India",Gurgaon,28.4688192,77.05759429999998,"[28.4688192,77.05759429999998]"
306,306,"Sector 16, Gurugram, Haryana 122007, India",Management Development Institution,28.472165999999998,77.05630599999998,"[28.472165999999998,77.05630599999998]"
308,308,"Sector 16, Gurugram, Haryana 122007, India",Management Development Institution,28.472990000000003,77.055947,"[28.472990000000003,77.055947]"
310,310,"Sector 16, Gurugram, Haryana 122007, India",Ghoda Chowk,28.4737778,77.0553513,"[28.4737778,77.0553513]"
311,311,"Sector 16, Gurugram, Haryana 122007, India",Hotel Crown Plaza,28.467471999999997,77.059221,"[28.467471999999997,77.059221]"
313,313,"Sector 16, Gurugram, Haryana 122007, India",Gurgaon Bus Stand,28.473927000000003,77.05576020000001,"[28.473927000000003,77.05576020000001]"
314,314,"Sector 16, Gurugram, Haryana 122007, India",Hotel Crown Plaza,28.46754400000001,77.05948599999998,"[28.46754400000001,77.05948599999998]"
